def_name,def_pos,off_name,off_pos,route,ipa,comp_prob,result,epa
Dont'a Hightower,MLB,Spencer Ware,RB,ANGLE,0.39743781089782715,0.9292684197425842,I,0.261545313284627
Jason McCourty,CB,Travis Kelce,TE,OUT,25.77584981918335,0.5563403964042664,C,-0.481895053966549
Dont'a Hightower,MLB,Spencer Ware,RB,SCREEN,-0.833815336227417,0.9698759913444519,C,0.127596834276184
Jason McCourty,CB,Tyreek Hill,WR,HITCH,42.645229399204254,0.21725867688655853,I,0.32119161746213803
Duron Harmon,FS,Tyreek Hill,WR,CROSS,10.00707745552063,0.6396514177322388,C,-1.3381366278967701
Devin McCourty,FS,Travis Kelce,TE,HITCH,18.431198596954346,0.655029833316803,C,-0.5383935515013271
Jason McCourty,CB,Kareem Hunt,RB,FLAT,4.145348072052002,0.6120061874389648,C,-6.73030360285476
Breeland Speaks,LB,James Develin,FB,OUT,0.8588910102844238,0.8403129577636719,C,0.28546051889477303
Orlando Scandrick,CB,Josh Gordon,WR,SLANT,38.16026449203491,0.42325538396835327,C,-1.11588976440342
Kendall Fuller,CB,Julian Edelman,WR,CROSS,33.451539278030396,0.5807592868804932,I,0.344999047296331
Ron Parker,FS,Josh Gordon,WR,OUT,-2.640807628631592,0.7173172831535339,I,0.893172279871359
Stephon Gilmore,CB,Sammy Watkins,WR,CROSS,3.493708372116089,0.8068708777427673,I,0.525637090052258
Patrick Chung,SS,Tyreek Hill,WR,SLANT,-0.7714033126831055,0.9209314584732056,C,0.298147536444856
Jason McCourty,CB,Spencer Ware,RB,SCREEN,0.022679567337036133,0.8689748644828796,C,0.10102833335563499
Devin McCourty,FS,Travis Kelce,TE,CROSS,35.54793447256088,0.2187277227640152,I,0.9482096178816991
Jordan Lucas,CB,Josh Gordon,WR,GO,3.3773690462112427,0.15336976945400238,I,0.529012234691986
Jordan Lucas,CB,James White,RB,GO,0.704057514667511,0.16628745198249817,I,0.9176934237079309
Duron Harmon,FS,Tyreek Hill,WR,SLANT,-3.4944534301757812,0.9645442962646484,I,0.274201057363558
Patrick Chung,SS,Sammy Watkins,WR,CROSS,-9.037774801254272,0.9274153113365173,C,-1.19989310434573
Devin McCourty,FS,Tyreek Hill,WR,CROSS,26.310667395591736,0.4432762563228607,C,-2.29618563961832
Orlando Scandrick,CB,Julian Edelman,WR,,14.121229946613312,0.11453936994075775,I,-0.000359662784137682
Steven Nelson,CB,Julian Edelman,WR,CROSS,0.6523191928863525,0.899695098400116,C,-1.90316399406591
Anthony Hitchens,MLB,James White,RB,FLAT,0.23314952850341797,0.935258686542511,C,-0.0363834215327583
Terrance Smith,ILB,James White,RB,FLAT,0.26523470878601074,0.9716014862060547,C,0.30486881019895
Ron Parker,FS,James White,RB,OUT,40.77894687652588,0.16581261157989502,I,0.970049611309631
Devin McCourty,FS,Tyreek Hill,WR,OUT,-1.3831794261932373,0.8239668011665344,C,-1.6713833507526397
Breeland Speaks,LB,James White,RB,FLAT,0.00445246696472168,0.9761635661125183,C,-0.0787025613756751
Kendall Fuller,CB,Chris Hogan,WR,GO,7.668286561965942,0.19555392861366272,C,-3.7332719719612797
Reggie Ragland,ILB,Chris Hogan,WR,GO,-53.206270933151245,0.8456498384475708,C,-1.31431726328922
Orlando Scandrick,CB,Julian Edelman,WR,FLAT,0.4108309745788574,0.8926891684532166,I,0.141287530795038
Dont'a Hightower,MLB,Kareem Hunt,RB,SCREEN,0.3594040870666504,0.8919575810432434,C,0.423165052217159
Stephon Gilmore,CB,Sammy Watkins,WR,HITCH,-3.4073293209075928,0.8889539837837219,C,0.5148409964721661
Jason McCourty,CB,Tyreek Hill,WR,POST,0.9036466479301453,0.08363114297389984,I,1.33434992396785
Jordan Lucas,CB,Rob Gronkowski,TE,GO,-37.46557831764221,0.7961528301239014,C,-2.3059878775288
Steven Nelson,CB,Josh Gordon,WR,SCREEN,60.373398661613464,0.32897940278053284,C,0.26718453220756894
Kendall Fuller,CB,Julian Edelman,WR,OUT,50.14273226261139,0.38583245873451233,I,1.0964065048454499
Duron Harmon,FS,Tyreek Hill,WR,POST,-27.183955907821655,0.6652429699897766,C,-5.557202274414379
Breeland Speaks,LB,James White,RB,FLAT,-0.2450704574584961,0.9570339918136597,C,-0.34218636881957504
Josh Shaw,CB,Rob Gronkowski,TE,GO,-0.572463870048523,0.16461189091205597,C,-2.1722295316219102
Kevin King,CB,Marquise Goodwin,WR,HITCH,-13.95203173160553,0.5557938814163208,C,-1.6078271180945
Jermaine Whitehead,FS,Kyle Juszczyk,RB,ANGLE,29.07320261001587,0.5961182117462158,C,-0.884679835248113
Ha Ha Clinton-Dix,FS,Kendrick Bourne,WR,IN,-3.182971477508545,0.9532594680786133,C,-1.6963498293772301
K'Waun Williams,CB,Marquez Valdes-Scantling,WR,GO,-40.727630257606506,0.6594032049179077,C,-3.6957169220703197
Richard Sherman,CB,Lance Kendricks,TE,FLAT,-7.976281642913818,0.9322972297668457,C,-1.30157888616044
Malcolm Smith,OLB,Marquez Valdes-Scantling,WR,FLAT,12.463021278381348,0.5344043970108032,I,0.3880470759813479
Jimmie Ward,FS,Davante Adams,WR,GO,4.475656896829605,0.09002526849508286,I,0.9373723042962231
Kentrell Brice,SS,George Kittle,TE,FLAT,0.007957220077514648,0.9849550724029541,C,0.33108299653800705
Nick Perry,OLB,C.J. Beathard,QB,,3.6503195762634277,0.6837092041969299,I,1.7747696649181202
Fred Warner,LB,Jamaal Williams,RB,SCREEN,1.4956891536712646,0.9465230703353882,C,-1.2298495597002401
Malcolm Smith,OLB,Jimmy Graham,TE,CROSS,-15.994507074356079,0.8903619050979614,C,-3.2808778860816004
Adrian Colbert,FS,Davante Adams,WR,POST,-4.689246416091919,0.8115040063858032,C,-1.9251849756620703
Kentrell Brice,SS,Marquise Goodwin,WR,POST,-1.5087306499481201,0.6346546411514282,C,-5.34988142869399
Reuben Foster,OLB,Aaron Jones,RB,OUT,-4.096800088882446,0.8899343013763428,I,0.5471543151602729
Reuben Foster,OLB,Lance Kendricks,TE,CROSS,-4.407840967178345,0.9649245142936707,C,-1.74166121581854
Jaquiski Tartt,FS,Davante Adams,WR,OUT,-10.057246685028076,0.8218544125556946,C,-0.9565556273155409
Fred Warner,LB,Aaron Rodgers,QB,,62.475086748600006,0.1761287897825241,I,1.3730322638682402
Fred Warner,LB,Ty Montgomery,RB,SLANT,-4.7464728355407715,0.9784101843833923,C,0.479262681998278
Reuben Foster,OLB,Davante Adams,WR,SLANT,-15.26593565940857,0.8723387122154236,C,0.919056100901009
Oren Burks,LB,Kyle Juszczyk,RB,WHEEL,-4.640179872512817,0.7314726710319519,C,3.7050631619485004
Fred Warner,LB,Jimmy Graham,TE,HITCH,-8.084559440612793,0.9369694590568542,C,0.23334930285777397
Jimmie Ward,FS,Davante Adams,WR,HITCH,-3.388315439224243,0.8866344094276428,C,-0.625552043612589
Jimmie Ward,FS,Lance Kendricks,TE,GO,1.2762859463691711,0.1841776818037033,I,0.20543193591038603
Jaquiski Tartt,FS,Aaron Rodgers,QB,,56.59140422940254,0.08564024418592453,I,0.43576089307705107
Jimmie Ward,FS,Davante Adams,WR,GO,1.1384785175323486,0.5301772952079773,I,0.9967550480012249
Clay Matthews,OLB,George Kittle,TE,SCREEN,-1.7047464847564697,0.9271402955055237,C,-0.0796373945378737
Tramon Williams,CB,Marquise Goodwin,WR,GO,-49.68232810497284,0.784905731678009,C,-3.0395238520048
K'Waun Williams,CB,Ty Montgomery,RB,FLAT,15.959686040878296,0.8043102622032166,I,0.47527710560037
Jimmie Ward,FS,Jimmy Graham,TE,OUT,-5.626797676086426,0.6582669615745544,I,0.8269768007212
Kevin King,CB,Pierre Garcon,WR,SLANT,54.676553606987,0.2312418520450592,I,0.623859233022164
Reggie Gilbert,LB,Pierre Garcon,WR,SCREEN,-0.0054895877838134766,0.9824669361114502,C,0.335260655509164
Kevin King,CB,Marquise Goodwin,WR,,42.39726588129997,0.08589363843202591,I,-0.7152649345240171
Clay Matthews,OLB,C.J. Beathard,QB,,8.637725375592709,0.025699788704514503,I,0.15791563761312802
Jaquiski Tartt,FS,Marquez Valdes-Scantling,WR,OUT,23.209651559591293,0.12232545763254166,C,-1.81084748689361
Fred Warner,LB,Jimmy Graham,TE,GO,1.4205843210220337,0.27616339921951294,I,1.2831257841711599
Tramon Williams,CB,Marquise Goodwin,WR,SLANT,-2.5101840496063232,0.9472241997718811,C,-2.22315948747892
Tramon Williams,CB,Pierre Garcon,WR,SLANT,4.221975803375244,0.8064780235290527,C,0.0963100052390025
Clay Matthews,OLB,Pierre Garcon,WR,CROSS,-5.48480749130249,0.886776328086853,C,-1.56027288786872
Kevin King,CB,Kendrick Bourne,WR,IN,17.66873598098755,0.6784745454788208,I,1.08302331223582
Richard Sherman,CB,Jimmy Graham,TE,CROSS,-3.5250186920166016,0.16763485968112946,I,0.553333316540083
Jaquiski Tartt,FS,Ty Montgomery,RB,SCREEN,-1.0500311851501465,0.9126818776130676,C,0.558333176163078
Jaquiski Tartt,FS,Jimmy Graham,TE,HITCH,4.6891093254089355,0.711153507232666,C,-2.14678954850906
Reuben Foster,OLB,Davante Adams,WR,SLANT,-11.406314373016357,0.9542263746261597,C,0.976252325641797
Jermaine Whitehead,FS,George Kittle,TE,HITCH,-1.0246455669403076,0.9241129159927368,C,-1.21581638121818
Kevin King,CB,George Kittle,TE,FLAT,2.0665407180786133,0.9016983509063721,I,1.04976838814942
Jaquiski Tartt,FS,Aaron Rodgers,QB,,5.259367963299155,0.0033896476961672306,I,0.889789706834718
Jaquiski Tartt,FS,Jimmy Graham,TE,OUT,11.336439847946167,0.7898188829421997,C,-2.7322837064757204
K'Waun Williams,CB,Marquez Valdes-Scantling,WR,SCREEN,-0.5960047245025635,0.9540331959724426,C,-0.7550531185292692
Richard Sherman,CB,J'Mon Moore,WR,OUT,-6.774663925170898,0.9526081085205078,C,-0.688946489519862
Richard Sherman,CB,Marquez Valdes-Scantling,WR,CORNER,-4.176152125000954,0.07784383744001389,I,0.167439902132482
Fred Warner,LB,Jamaal Williams,RB,FLAT,0.007212162017822266,0.8935286998748779,I,0.377755328900061
K'Waun Williams,CB,Marquez Valdes-Scantling,WR,OUT,35.10458618402481,0.11319442093372345,I,3.37138129552342
Kyler Fackrell,OLB,Kyle Juszczyk,RB,FLAT,10.35347580909729,0.7477903962135315,C,0.610178573202877
Kyler Fackrell,OLB,Pierre Garcon,WR,OUT,1.216810941696167,0.9297971725463867,C,0.41114444929655203
Jimmie Ward,FS,Davante Adams,WR,SCREEN,24.90544319152832,0.7258177995681763,C,0.5998087011186322
Richard Sherman,CB,Davante Adams,WR,HITCH,-11.520320177078247,0.7393401861190796,I,0.779562338528469
Reuben Foster,OLB,Davante Adams,WR,CROSS,13.680392503738403,0.5721575617790222,C,-1.94191705138841
Richard Sherman,CB,Davante Adams,WR,OUT,-12.473547458648682,0.7767253518104553,I,0.187359536484739
Reuben Foster,OLB,Jimmy Graham,TE,OUT,-0.3111898899078369,0.7397909760475159,C,0.12017748181489801
Greg Mabin,CB,Davante Adams,WR,GO,-18.1594580411911,0.6596609950065613,C,-3.16792399222964
Jermaine Whitehead,FS,George Kittle,TE,IN,3.9357125759124756,0.8866996765136719,C,0.0659311145826857
Clay Matthews,OLB,Matt Breida,RB,ANGLE,9.568965435028076,0.5696938633918762,I,0.41189645324477503
Kevin King,CB,Marquise Goodwin,WR,GO,5.585991591215134,0.06880804896354675,IN,2.01991217728897
Greg Mabin,CB,Davante Adams,WR,CROSS,40.72851240634918,0.3194296061992645,I,0.188980913586595
Fred Warner,LB,Lance Kendricks,TE,OUT,9.785670042037964,0.520525336265564,I,0.304011602937982
Greg Mabin,CB,Davante Adams,WR,OUT,0.6178617477416992,0.7592208385467529,C,-0.0118832835495062
Greg Mabin,CB,Equanimeous St. Brown,WR,GO,-8.285288512706757,0.1825399398803711,C,-1.47179147551312
Greg Mabin,CB,Davante Adams,WR,GO,15.588217973709106,0.6069895625114441,I,0.14137889224512698
Todd Davis,ILB,Ricky Seals-Jones,TE,OUT,24.53097552061081,0.15947432816028595,IN,6.69433996439881
Chris Harris,CB,Chad Williams,WR,HITCH,62.15536147356033,0.2370152324438095,C,-0.0520182641920901
Chris Harris,CB,Larry Fitzgerald,WR,OUT,12.687720358371735,0.14218632876873016,I,1.6061796643914599
Josh Bynes,ILB,Demaryius Thomas,WR,IN,-5.233669281005859,0.8208801746368408,C,-2.12234073642662
Antoine Bethea,FS,Demaryius Thomas,WR,CROSS,-7.587748765945435,0.9327448606491089,C,-0.00574638585748355
Antoine Bethea,FS,Courtland Sutton,WR,CORNER,-23.263007402420044,0.7531952261924744,C,-2.9678959718374402
Brandon Marshall,ILB,David Johnson,RB,SCREEN,-0.14199614524841309,0.985552966594696,C,-0.37832980112692205
Justin Simmons,SS,Larry Fitzgerald,WR,HITCH,1.5157639980316162,0.918076753616333,C,-1.47049886276984
Will Parks,FS,Ricky Seals-Jones,TE,OUT,3.7170767784118652,0.7784780263900757,C,-0.0308949870684248
Brandon Marshall,ILB,Chad Williams,WR,HITCH,0.9209215641021729,0.8811289072036743,I,0.289138509565326
Bradley Roby,CB,Chad Williams,WR,GO,5.14465868473053,0.1781294196844101,I,1.0628900329113902
Budda Baker,FS,Emmanuel Sanders,WR,SCREEN,0.06225705146789551,0.9846838116645813,C,0.66291756337979
Budda Baker,FS,Demaryius Thomas,WR,SCREEN,1.219421625137329,0.9650521874427795,C,1.6434836834924098
Justin Simmons,SS,Larry Fitzgerald,WR,HITCH,60.21602600812912,0.1800089031457901,C,0.24527303592752397
Chris Harris,CB,J.J. Nelson,WR,SLANT,-1.2414664030075073,0.16500979661941528,IN,7.9158486359796205
Budda Baker,FS,Emmanuel Sanders,WR,POST,-23.82107675075531,0.7029052376747131,C,-5.16851404031423
Bradley Roby,CB,Chad Williams,WR,IN,-11.671853065490723,0.8742274045944214,C,0.111000456776812
Will Parks,FS,Christian Kirk,WR,HITCH,-1.0789811611175537,0.8895571827888489,C,-0.08978971613071199
Tramaine Brock,CB,Christian Kirk,WR,HITCH,34.99192297458649,0.49698981642723083,I,1.72610010183485
Patrick Peterson,CB,Courtland Sutton,WR,SLANT,4.022574424743652,0.8334828615188599,I,0.885642475539278
Josh Bynes,ILB,Demaryius Thomas,WR,CROSS,0.7221400737762451,0.7601825594902039,I,1.53472845580525
Chris Harris,CB,J.J. Nelson,WR,IN,18.378746509552002,0.5778417587280273,I,0.49037386207896294
Bradley Roby,CB,Christian Kirk,WR,OUT,65.14845788478851,0.1344587504863739,I,0.8732956427038449
Antoine Bethea,FS,Demaryius Thomas,WR,OUT,30.786943435668945,0.27413249015808105,I,0.493574890795957
Budda Baker,FS,Case Keenum,QB,,42.825451493263245,0.05895248055458069,I,1.64138112418107
Brandon Marshall,ILB,Ricky Seals-Jones,TE,CROSS,9.350335597991943,0.8539990186691284,C,-0.0346252952483971
Von Miller,OLB,Josh Rosen,QB,,-9.642172418534756,0.11795423924922943,I,0.8066265415995071
Bene' Benwikere,CB,Demaryius Thomas,WR,OUT,17.98357367515564,0.37441104650497437,C,-1.08746075853215
Josh Bynes,ILB,Matt LaCosse,TE,HITCH,-0.885009765625,0.9412565231323242,C,-1.15571391446889
Josh Bynes,ILB,Devontae Booker,RB,FLAT,27.568739652633667,0.6590464115142822,C,0.70507572180855
Josh Bynes,ILB,Phillip Lindsay,RB,SCREEN,2.3426592350006104,0.9175410270690918,C,-0.627916130242259
Josh Bynes,ILB,Courtland Sutton,WR,HITCH,-4.316415637731552,0.1215067058801651,I,0.16233772759380402
Jamar Taylor,CB,Demaryius Thomas,WR,OUT,-2.4114131927490234,0.7424044013023376,C,-1.22942973036489
Antoine Bethea,FS,Jeff Heuerman,TE,,1.0101914405822754,0.862581193447113,C,0.748867914320205
Rudy Ford,CB,Emmanuel Sanders,WR,HITCH,-0.26996731758117676,0.942226231098175,C,-0.65138768715344
Bene' Benwikere,CB,Courtland Sutton,WR,,21.718332171440125,0.45118632912635803,I,-0.5859365863852299
Patrick Peterson,CB,Emmanuel Sanders,WR,GO,-2.766847610473633,0.16061967611312866,IN,3.6860965177722997
Chris Harris,CB,Chad Williams,WR,HITCH,15.675514936447144,0.7599566578865051,C,-1.03211889305562
Chris Harris,CB,J.J. Nelson,WR,SCREEN,-0.11867284774780273,0.9847071766853333,C,0.24331163414223603
Chris Harris,CB,Larry Fitzgerald,WR,CROSS,5.39780855178833,0.877528190612793,C,-1.38826755766924
Bradley Roby,CB,Chad Williams,WR,GO,-1.278543844819069,0.07096545398235321,I,0.493522689140426
Tramaine Brock,CB,Chad Williams,WR,IN,42.82742142677307,0.35371536016464233,I,0.18092168715141396
Chris Harris,CB,Larry Fitzgerald,WR,GO,3.983466327190399,0.24522601068019867,I,0.33630795357256504
Shamarko Thomas,SS,Larry Fitzgerald,WR,SLANT,44.489628076553345,0.4145732522010803,C,-1.9007293587341
Von Miller,OLB,Josh Rosen,QB,,1.4931494370102882,0.028276393190026283,I,0.524852978568419
Justin Simmons,SS,Chase Edmonds,RB,FLAT,0.4937589168548584,0.9708738327026367,C,0.516707512118691
Josh Bynes,ILB,Case Keenum,QB,,-5.4277122020721436,0.9659920334815979,C,-0.793064234531752
Chris Harris,CB,Larry Fitzgerald,WR,HITCH,3.880181908607483,0.23342189192771912,I,1.6261860176705
Bene' Benwikere,CB,Emmanuel Sanders,WR,FLAT,0.5825400352478027,0.8891525864601135,C,0.719776162124302
Patrick Peterson,CB,Emmanuel Sanders,WR,OUT,3.565305471420288,0.8817826509475708,C,1.5560040240890198
Bradley Roby,CB,Chad Williams,WR,OUT,-6.2997400760650635,0.8225175142288208,C,0.134857303417173
Bradley Roby,CB,David Johnson,RB,FLAT,0.5025207996368408,0.935569167137146,C,-1.89054682104923
Bradley Roby,CB,J.J. Nelson,WR,HITCH,1.9047796726226807,0.8320261836051941,C,-0.933950699775119
Tramaine Brock,CB,Christian Kirk,WR,IN,-14.623188972473145,0.6946814656257629,C,-1.30326549138897
Will Parks,FS,David Johnson,RB,SLANT,-3.8578033447265625,0.9218232035636902,C,-0.990959580027138
Todd Davis,ILB,Josh Rosen,QB,,40.59881046414375,0.12488936632871628,I,0.29915031678973997
Bradley Roby,CB,Christian Kirk,WR,GO,-0.3590804524719715,0.017418116331100464,IN,4.05996948304657
Brandon Marshall,ILB,Larry Fitzgerald,WR,IN,-6.298434734344482,0.687511146068573,I,0.47423302686399393
Chris Harris,CB,Chase Edmonds,RB,FLAT,-0.26817917823791504,0.9706833958625793,C,0.303513231777735
Isaac Yiadom,DB,Christian Kirk,WR,POST,-28.726333379745483,0.8646976947784424,C,-2.6482431228942205
Todd Davis,ILB,Chase Edmonds,RB,,0.29419660568237305,0.7839329838752747,I,0.612931440095642
Shaquil Barrett,OLB,Chase Edmonds,RB,OUT,-3.144437074661255,0.9327587485313416,C,0.739215486166845
Desmond King,CB,Tajae Sharpe,WR,POST,33.26224982738495,0.2147882878780365,C,-2.46442440117996
Jatavis Brown,OLB,Derrick Henry,RB,OUT,-9.46817398071289,0.8946822881698608,C,-0.644605591937814
Denzel Perryman,ILB,Marcus Mariota,QB,,43.74937415122986,0.15808796882629395,I,0.350891165615411
Adrian Phillips,SS,Dion Lewis,RB,FLAT,-0.8885622024536133,0.9707715511322021,C,-0.0269615567836974
Derwin James,S,Dion Lewis,RB,OUT,44.74830627441406,0.42162126302719116,C,-1.63876109608021
Desmond King,CB,Tajae Sharpe,WR,HITCH,10.36420464515686,0.7998573780059814,I,0.9246785692967759
Logan Ryan,CB,Tyrell Williams,WR,GO,-22.09465205669403,0.6589369773864746,C,-5.841908914243691
Jatavis Brown,OLB,Corey Davis,WR,CROSS,-2.2442877292633057,0.9261549711227417,C,0.474548888071488
Kamalei Correa,ILB,Austin Ekeler,RB,FLAT,-4.948407411575317,0.9297071099281311,C,-0.8036046116155391
Wesley Woodyard,ILB,Keenan Allen,WR,CROSS,-21.191459894180298,0.9019219875335693,C,-1.445645700526
Jayon Brown,ILB,Keenan Allen,WR,SLANT,-11.476796865463257,0.8549200296401978,C,-1.3114284892918
Kendrick Lewis,FS,Antonio Gates,TE,GO,16.61701798439026,0.47613954544067383,I,0.39143729461063304
Logan Ryan,CB,Mike Williams,WR,POST,16.703397035598755,0.176394522190094,I,0.9516963883641371
Jatavis Brown,OLB,Derrick Henry,RB,FLAT,-3.162407875061035,0.9286864399909973,C,-1.35342691911202
Adrian Phillips,SS,Tajae Sharpe,WR,POST,-5.115067958831787,0.8810882568359375,C,-2.13799561073952
Trevor Williams,CB,Taywan Taylor,WR,GO,-0.06169155240058899,0.036299485713243484,I,0.960424203636885
Adoree' Jackson,CB,Tyrell Williams,WR,GO,5.2293166518211365,0.24916131794452667,C,-2.29596640326927
Wesley Woodyard,ILB,Austin Ekeler,RB,FLAT,42.32960119843483,0.07324611395597458,I,1.63463318080643
Trevor Williams,CB,Tajae Sharpe,WR,OUT,-2.4948298931121826,0.9261599779129028,C,-1.53233957260354
Derwin James,S,Dion Lewis,RB,SCREEN,-0.5044817924499512,0.8910205960273743,C,0.43399752507721295
Derwin James,S,Tajae Sharpe,WR,HITCH,14.483463764190674,0.2066706418991089,C,-2.0494611405095
Desmond King,CB,Taywan Taylor,WR,HITCH,3.6173582077026367,0.7074265480041504,C,-0.151970234588338
Desmond King,CB,Cameron Batson,WR,SCREEN,1.6744494438171387,0.9148383140563965,C,0.39552662802088795
Denzel Perryman,ILB,Jonnu Smith,TE,SLANT,16.145706176757812,0.6552119851112366,C,0.0123544153243742
Casey Hayward,CB,Corey Davis,WR,CROSS,6.707489490509033,0.75797438621521,C,-0.743208985735681
Denzel Perryman,ILB,Jonnu Smith,TE,GO,-4.1107505559921265,0.356571227312088,IN,4.88156428254809
Adoree' Jackson,CB,Travis Benjamin,WR,HITCH,46.45414352416992,0.20104247331619263,C,-0.8458722147561001
Brian Orakpo,OLB,Austin Ekeler,RB,FLAT,-3.198075294494629,0.9271731376647949,C,0.0584674201988327
Kendrick Lewis,FS,Mike Williams,WR,CORNER,-45.911337435245514,0.6307005882263184,C,-5.02914480234011
Kyle Emanuel,OLB,Luke Stocker,TE,ANGLE,0.522083044052124,0.8582096695899963,C,-0.8438368840566371
Derwin James,S,Dion Lewis,RB,SCREEN,-0.9347081184387207,0.9465586543083191,C,-1.55815521806349
Denzel Perryman,ILB,Marcus Mariota,QB,,-7.15402364730835,0.8463040590286255,C,-0.33296627858731004
Jayon Brown,ILB,Justin Jackson,RB,OUT,-3.4458279609680176,0.912966787815094,C,-1.26879079670098
Malcolm Butler,CB,Tyrell Williams,WR,CROSS,6.972265243530273,0.8644000887870789,C,0.130748975226747
Adoree' Jackson,CB,Tyrell Williams,WR,HITCH,47.22224920988083,0.24597670137882233,C,1.03245594107747
Adrian Phillips,SS,Corey Davis,WR,HITCH,36.76616847515106,0.4645281136035919,I,1.61610663172693
Sharif Finch,OLB,Austin Ekeler,RB,FLAT,-1.89247727394104,0.959674060344696,C,0.156111913680741
Adoree' Jackson,CB,Mike Williams,WR,HITCH,-21.59595787525177,0.584880530834198,I,0.8785135030140071
Kevin Byard,FS,Antonio Gates,TE,OUT,3.0732274055480957,0.8680477738380432,C,-1.79780625008382
Logan Ryan,CB,Keenan Allen,WR,CROSS,12.238073348999023,0.7505556344985962,C,-1.8200708365043898
Wesley Woodyard,ILB,Austin Ekeler,RB,FLAT,-1.3311147689819336,0.9154759645462036,C,-0.104693460227388
Adoree' Jackson,CB,Virgil Green,TE,GO,-7.961943745613098,0.39587804675102234,I,0.38166168907920706
Logan Ryan,CB,Mike Williams,WR,POST,46.134382486343384,0.35660624504089355,I,0.9298997999017019
Jatavis Brown,OLB,Dion Lewis,RB,OUT,-6.6614508628845215,0.972058117389679,C,-1.1335282346457
Casey Hayward,CB,Taywan Taylor,WR,IN,-1.366320252418518,0.395209938287735,I,0.458757511703616
Desmond King,CB,Corey Davis,WR,SCREEN,0.4280269145965576,0.9615035653114319,C,0.8183461525425699
Desmond King,CB,Tajae Sharpe,WR,SLANT,5.807828903198242,0.816224992275238,C,-2.23438721375822
Derwin James,S,Dion Lewis,RB,ANGLE,0.2501249313354492,0.859150767326355,C,0.312309368430843
Casey Hayward,CB,Corey Davis,WR,OUT,5.046188831329346,0.8543261289596558,I,1.22770678635052
Kamalei Correa,ILB,Austin Ekeler,RB,SCREEN,2.074068784713745,0.89593106508255,C,0.5091884121971271
Wesley Woodyard,ILB,Austin Ekeler,RB,FLAT,-1.6774356365203857,0.95155268907547,I,0.8282262235807542
Logan Ryan,CB,Keenan Allen,WR,CROSS,5.52217960357666,0.8337304592132568,C,-1.9633605092381101
Brian Orakpo,OLB,Antonio Gates,TE,FLAT,1.1525750160217285,0.8882511854171753,C,1.1740606048127
Trevor Williams,CB,Tajae Sharpe,WR,OUT,-7.3173582553863525,0.713352620601654,C,-0.9868690288081059
Denzel Perryman,ILB,Tajae Sharpe,WR,HITCH,12.387984991073608,0.7805364727973938,C,-0.6916438083746611
Casey Hayward,CB,Corey Davis,WR,SLANT,30.885058641433716,0.47153663635253906,I,0.343032842948102
Rayshawn Jenkins,SS,Luke Stocker,TE,FLAT,29.85849380493164,0.6290803551673889,C,-3.3090145132765096
C.J. Mosley,ILB,Mark Ingram,RB,OUT,-1.5733718872070312,0.8915802240371704,C,1.5749468631909498
C.J. Mosley,ILB,Alvin Kamara,RB,SCREEN,1.3538658618927002,0.8924314975738525,C,0.718225663412091
Brandon Carr,CB,Benjamin Watson,TE,HITCH,11.766135692596436,0.6552785634994507,C,1.4268682114067701
C.J. Mosley,ILB,Benjamin Watson,TE,OUT,-2.8228580951690674,0.425938218832016,C,-2.34428892954581
Jimmy Smith,CB,Michael Thomas,WR,HITCH,1.053529977798462,0.8875119090080261,I,0.7089486231512621
Terrell Suggs,OLB,Alvin Kamara,RB,SCREEN,-0.39030909538269043,0.9369036555290222,C,0.571105674740862
Brandon Carr,CB,Tre'Quan Smith,WR,CROSS,48.14503490924835,0.17140653729438782,I,0.18582838798423
Kurt Coleman,SS,Alex Collins,RB,FLAT,-0.8186817169189453,0.850445032119751,C,-1.16811897939966
Marshon Lattimore,CB,Hayden Hurst,TE,FLAT,74.80931282043457,0.15982502698898315,I,0.556099397036169
Ken Crawley,CB,John Brown,WR,HITCH,4.684180021286011,0.28184837102890015,C,-1.02123077071846
Vonn Bell,FS,Alex Collins,RB,OUT,-8.89819860458374,0.9181222915649414,C,1.69983636886428
Tony Jefferson,SS,Tre'Quan Smith,WR,OUT,35.51092445850372,0.30545738339424133,I,0.529573635614714
Jimmy Smith,CB,Michael Thomas,WR,,34.70962643623352,0.38440823554992676,I,-3.30934658839818
Eric Weddle,FS,Benjamin Watson,TE,CROSS,52.96734869480133,0.2669660747051239,C,0.6739416866940141
Brandon Carr,CB,Tre'Quan Smith,WR,IN,3.489392250776291,0.04128599911928177,I,1.75484477258217
Demario Davis,ILB,Alex Collins,RB,,21.997390687465668,0.070367231965065,I,0.8961973747402749
Ken Crawley,CB,John Brown,WR,OUT,-5.215002968907356,0.07323548942804337,I,0.506584948102722
A.J. Klein,OLB,Joe Flacco,QB,,16.13383051007986,0.012815916910767555,I,0.463203429867963
Vonn Bell,FS,John Brown,WR,SLANT,-13.80200982093811,0.7960172295570374,C,-2.0232599707827403
Demario Davis,ILB,Alex Collins,RB,OUT,0.2819538116455078,0.8649736642837524,C,0.38738106477182205
Marshon Lattimore,CB,Michael Crabtree,WR,GO,-10.085844993591309,0.5171009302139282,I,1.26343200435957
Ken Crawley,CB,John Brown,WR,HITCH,17.504405975341797,0.2984084486961365,C,-2.87320100587565
Marshon Lattimore,CB,Willie Snead,WR,GO,-3.1441323459148407,0.12985125184059143,I,0.42896099453719805
